C03. Berapa jumlah perusahaan/ instansi/ institusi yang sudah Anda lamar (lewat surat/ e-mail) sebelum Anda memperoleh pekerjaan pertama?,C05. Berapa jumlah perusahaan/ instansi/ institusi yang mengundang Anda untuk wawancara?,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_4. Penggunaan Teknologi Informasi","[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_11. Melalui relasi (misalnya dosen, orang tua, saudara, teman, dll.)",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_5. Dihubungi oleh perusahaan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_2. Demonstrasi (Peragaan /Gaya Pembelajaran),"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_3. Bahasa Inggris",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_7. Menghubungi agen tenaga kerja komersial/swasta,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_1. Etika",[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_1. Perkuliahan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_7. Diskusi,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_12. Membangun bisnis sendiri,S04. Program Studi,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_4. Magang,"[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_1. Melalui iklan di koran/majalah, brosur",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_6. Menghubungi Kemenakertrans,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_3. Pergi ke bursa/pameran kerja,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_14. Bekerja di tempat yang sama dengan tempat kerja semasa kuliah,C04. Berapa jumlah perusahaan / instansi / institusi yang merespon lamaran Anda?,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_2. Melamar ke perusahaan tanpa mengetahui lowongan yang ada,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_5. Komunikasi",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_15. Lainnya : (Tulis jawaban pada pertanyaan berikutnya),[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_9. Menghubungi kantor kemahasiswaan/hubungan alumni,A01. Sertifikasi profesi apa yang Anda dapatkan setelah lulus?,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_6. Kerja Lapangan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_3. Partisipasi dalam proyek riset,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_4. Mencari lewat internet/iklan online/milis,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_2. Keahlian berdasarkan bidang ilmu
","[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_7. Pengembangan Diri",[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_5. Praktikum,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_8. Memperoleh informasi dari pusat/kantor pengembangan karir fakultas/universitas,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_10. Membangun jejaring (network) sejak masih kuliah,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_13. Melalui penempatan kerja atau magang,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_6. Kerja sama tim",Skor_Inisiatif_Mencari_Kerja,Skor_Rata2_MetodeBelajar,Skor_Rata2_Kompetensi,Target_Klaster,Nama_Pola_Karir
2.0,1.0,4.0,,,4,4.0,,4.0,4,4,,S1 Teknik Sipil,4.0,,,,,1.0,,4.0,,,0,4,4,,4.0,4.0,4.0,,,Pilihan,4.0,3.0,4.0,4.0,1,Karir Linear
60.0,20.0,3.0,,,4,3.0,,4.0,4,4,,S1 Teknik Sipil,4.0,,,,,30.0,,3.0,,,0,4,2,Pilihan,3.0,3.0,4.0,,,,3.0,-1.0,3.7142857142857144,3.142857142857143,1,Karir Linear
25.0,10.0,4.0,,,4,5.0,,5.0,3,4,,S1 Teknik Sipil,3.0,,,,,15.0,,3.0,,,0,3,2,Pilihan,4.0,3.0,2.0,Pilihan,,,4.0,-6.0,3.0,4.0,1,Karir Linear
5.0,5.0,4.0,,,4,4.0,,4.0,4,4,,S1 Teknik Sipil,2.0,,,,Pilihan,1.0,,4.0,,,0,3,4,,4.0,4.0,3.0,,,,4.0,11.0,3.4285714285714284,4.0,1,Karir Linear
5.0,5.0,5.0,Pilihan,,2,4.0,,5.0,3,3,,S1 Teknik Mesin,3.0,,,,,5.0,,4.0,,,,3,2,,4.0,5.0,3.0,,,,4.0,12.0,2.7142857142857144,4.428571428571429,1,Karir Linear
20.0,7.0,3.0,,Pilihan,3,3.0,,3.0,3,3,,S1 Teknik Mesin,3.0,,,,,10.0,,3.0,,,,3,3,,3.0,3.0,3.0,,,,3.0,2.0,3.0,3.0,0,Karir Lintas Jalur
2.0,2.0,3.0,Pilihan,Pilihan,5,2.0,,3.0,5,5,,S1 Teknik Mesin,5.0,,,,,2.0,,3.0,,,,5,5,,3.0,3.0,5.0,,,,3.0,12.0,5.0,2.857142857142857,1,Karir Linear
20.0,5.0,4.0,Pilihan,Pilihan,2,4.0,,4.0,5,3,,S1 Teknik Mesin,2.0,Pilihan,,Pilihan,,5.0,Pilihan,4.0,,,,2,2,Pilihan,4.0,4.0,2.0,,Pilihan,,4.0,8.0,2.5714285714285716,4.0,3,Karir Elit
9.0,3.0,5.0,,,1,3.0,,5.0,5,4,,S1 Teknik Mesin,5.0,,,,Pilihan,5.0,,5.0,,,,4,4,,5.0,5.0,4.0,,,,5.0,12.0,3.857142857142857,4.714285714285714,1,Karir Linear
1.0,0.0,4.0,,,4,3.0,,4.0,4,4,,S1 Teknik Mesin,4.0,,,,,1.0,,4.0,Pilihan,,,4,4,,5.0,4.0,4.0,,,,5.0,-3.0,4.0,4.142857142857143,1,Karir Linear
2.0,2.0,4.0,Pilihan,,4,3.0,,4.0,5,4,,S1 Teknik Mesin,4.0,,,,Pilihan,2.0,,4.0,,,,4,4,Pilihan,3.0,4.0,5.0,,Pilihan,,4.0,1.0,4.285714285714286,3.7142857142857144,3,Karir Elit
30.0,15.0,4.0,Pilihan,Pilihan,3,3.0,,5.0,4,4,,S1 Teknik Mesin,3.0,,,,,20.0,,4.0,,,,3,3,Pilihan,3.0,5.0,2.0,,Pilihan,,5.0,2.0,3.142857142857143,4.142857142857143,0,Karir Lintas Jalur
10.0,8.0,4.0,,,4,3.0,,4.0,4,3,,S1 Teknik Mesin,4.0,Pilihan,,Pilihan,,8.0,,4.0,,,,4,4,Pilihan,4.0,4.0,4.0,,,,4.0,0.0,3.857142857142857,3.857142857142857,0,Karir Lintas Jalur
0.0,0.0,4.0,,,4,4.0,,5.0,3,4,,S1 Teknik Mesin,3.0,,,,,0.0,,4.0,,,,5,4,Pilihan,4.0,4.0,3.0,,,,4.0,0.0,3.7142857142857144,4.142857142857143,3,Karir Elit
10.0,8.0,3.0,,Pilihan,3,3.0,,4.0,3,2,,S1 Teknik Mesin,2.0,,,,,8.0,Pilihan,4.0,,,,2,2,,4.0,4.0,3.0,,,,4.0,-1.0,2.4285714285714284,3.7142857142857144,0,Karir Lintas Jalur
10.0,4.0,5.0,,,4,5.0,,5.0,5,4,,S1 Teknik Mesin,5.0,Pilihan,,,,4.0,,5.0,,,1. Sertifikasi Pemeriksa Sarana Perkeretaapian Berpenggerak Listrik dari Direktorat Jenderal Perkeretaapian 2. Sertifikasi Perawat Sarana Perkeretaapian Berpenggerak Listrik dari Direktorat Jenderal Perkeretaapian 3. Sertifikasi Tenaga Kerja Pada Ketinggian Tingkat 1 Dari DJKA,4,3,Pilihan,5.0,5.0,4.0,Pilihan,,,5.0,2.0,4.142857142857143,5.0,1,Karir Linear
20.0,5.0,5.0,Pilihan,Pilihan,3,5.0,,5.0,5,5,,S1 Teknik Mesin,3.0,Pilihan,,,,10.0,,5.0,,,0,3,3,Pilihan,3.0,5.0,3.0,,Pilihan,,5.0,6.0,3.5714285714285716,4.714285714285714,3,Karir Elit
30.0,2.0,5.0,Pilihan,,5,3.0,,5.0,4,5,,S1 Teknik Mesin,5.0,,,,,10.0,Pilihan,5.0,Pilihan,,FILLET WELDER SMAW 3F,5,5,Pilihan,5.0,5.0,5.0,,,,5.0,3.0,4.857142857142857,4.714285714285714,1,Karir Linear
3.0,2.0,4.0,,,4,4.0,,5.0,4,4,,S1 Teknik Mesin,4.0,,,,,3.0,,4.0,,,sertifikat kompetensi Supervisi Komisioning pada PLTMH dari lembaga hatekdis berlaku hingga 09 November 2025,4,4,,5.0,4.0,4.0,,,,4.0,0.0,4.0,4.285714285714286,3,Karir Elit
52.0,16.0,4.0,,,5,3.0,,5.0,5,5,,S1 Teknik Mesin,2.0,,,,,35.0,,4.0,,,0,5,5,Pilihan,4.0,4.0,5.0,,,,4.0,3.0,4.571428571428571,4.0,3,Karir Elit
3.0,3.0,5.0,,,3,3.0,,5.0,3,2,,S1 Teknik Mesin,2.0,,,,,3.0,Pilihan,5.0,,,0,2,3,Pilihan,5.0,5.0,2.0,,,,5.0,1.0,2.4285714285714284,4.714285714285714,3,Karir Elit
4.0,3.0,4.0,,,5,3.0,,5.0,5,5,,S1 Teknik Mesin,5.0,,,,,4.0,,4.0,,,0,5,5,,5.0,5.0,5.0,,,,5.0,0.0,5.0,4.428571428571429,1,Karir Linear
3.0,2.0,4.0,Pilihan,,5,3.0,,5.0,5,5,,S1 Teknik Mesin,5.0,Pilihan,,,Pilihan,3.0,,4.0,,,0,5,3,,4.0,4.0,5.0,,,,5.0,3.0,4.714285714285714,4.142857142857143,1,Karir Linear
15.0,8.0,4.0,Pilihan,,5,4.0,,5.0,5,5,,S1 Teknik Mesin,5.0,,,,,10.0,Pilihan,4.0,,,• Solidworks Professional – Mechanical Design • Solidworks Professional – Drawing Tools • Solidworks Professional – Surfacing • Solidworks Professional – Sheet Metal • Solidworks Professional – Weldments,5,5,,4.0,4.0,5.0,,Pilihan,,4.0,5.0,5.0,4.142857142857143,0,Karir Lintas Jalur
10.0,5.0,4.0,,,5,4.0,,3.0,5,4,,S1 Teknik Mesin,5.0,Pilihan,,,,10.0,,5.0,,,Sertifikat Dasar Perawatan Pesawat Udara,5,5,,3.0,4.0,4.0,,,,5.0,12.0,4.714285714285714,4.0,0,Karir Lintas Jalur
25.0,5.0,4.0,,,2,4.0,,4.0,2,2,,S1 Teknik Mesin,2.0,Pilihan,,Pilihan,,10.0,,4.0,,,0,2,2,Pilihan,4.0,4.0,2.0,Pilihan,,,4.0,-4.0,2.0,4.0,3,Karir Elit
7.0,3.0,4.0,,,5,3.0,,5.0,5,5,,S1 Teknik Mesin,5.0,,,,,5.0,Pilihan,4.0,,,0,5,5,,4.0,5.0,5.0,,,,5.0,1.0,5.0,4.285714285714286,1,Karir Linear
15.0,5.0,4.0,Pilihan,,3,4.0,,4.0,4,4,,S1 Teknik Mesin,3.0,Pilihan,,Pilihan,,5.0,Pilihan,4.0,,,0,4,4,Pilihan,4.0,4.0,4.0,Pilihan,,Pilihan,4.0,3.0,3.7142857142857144,4.0,1,Karir Linear
5.0,3.0,4.0,,,3,4.0,,5.0,4,3,,S1 Teknik Mesin,3.0,,,,,5.0,,4.0,,,0,3,3,,4.0,4.0,3.0,Pilihan,,,4.0,3.0,3.142857142857143,4.142857142857143,1,Karir Linear
5.0,4.0,5.0,,,4,3.0,,5.0,5,5,,S1 Teknik Mesin,4.0,,,,Pilihan,4.0,,5.0,,,0,4,4,,5.0,5.0,4.0,,,Pilihan,5.0,24.0,4.285714285714286,4.714285714285714,2,Karir Tertunda
2.0,2.0,4.0,,Pilihan,4,3.0,,3.0,4,4,,S1 Teknik Mesin,4.0,,,,,2.0,,4.0,,,0,4,3,,4.0,4.0,4.0,,,,4.0,40.0,3.857142857142857,3.7142857142857144,2,Karir Tertunda
5.0,2.0,5.0,Pilihan,Pilihan,5,5.0,,5.0,5,5,,S1 Teknik Mesin,5.0,,,,,3.0,,5.0,,,POP TOT,5,5,,5.0,5.0,5.0,Pilihan,,,5.0,10.0,5.0,5.0,0,Karir Lintas Jalur
3.0,1.0,4.0,,,5,5.0,,5.0,5,5,,S1 Teknik Mesin,3.0,,,,,1.0,,4.0,,,0,4,5,Pilihan,5.0,4.0,4.0,Pilihan,,,3.0,24.0,4.428571428571429,4.285714285714286,1,Karir Linear
2.0,1.0,4.0,,Pilihan,4,3.0,,4.0,4,4,,S1 Teknik Mesin,4.0,,,,Pilihan,1.0,,3.0,,,0,4,2,,3.0,4.0,4.0,,,,4.0,36.0,3.7142857142857144,3.5714285714285716,2,Karir Tertunda
20.0,7.0,5.0,,,3,4.0,,4.0,4,5,,S1 Teknik Mesin,3.0,,,,Pilihan,7.0,Pilihan,4.0,,,0,3,2,Pilihan,4.0,5.0,4.0,Pilihan,,,4.0,4.0,3.4285714285714284,4.285714285714286,0,Karir Lintas Jalur
7.0,5.0,4.0,,,4,3.0,,4.0,5,5,,S1 Teknik Mesin,4.0,,,,Pilihan,5.0,,4.0,,,0,4,4,Pilihan,4.0,4.0,4.0,,,,4.0,24.0,4.285714285714286,3.857142857142857,3,Karir Elit
6.0,1.0,4.0,Pilihan,,3,3.0,,5.0,3,4,,S1 Teknik Mesin,4.0,,,,,2.0,,4.0,,,0,3,3,Pilihan,3.0,4.0,3.0,,,,5.0,4.0,3.2857142857142856,4.0,0,Karir Lintas Jalur
30.0,20.0,4.0,,,4,3.0,,4.0,4,4,,S1 Teknik Mesin,4.0,,,Pilihan,,25.0,,3.0,,,0,4,4,Pilihan,4.0,4.0,4.0,,Pilihan,,4.0,18.0,4.0,3.7142857142857144,0,Karir Lintas Jalur
4.0,2.0,2.0,Pilihan,,1,3.0,,2.0,1,1,,S1 Teknik Mesin,1.0,,,,,2.0,,2.0,,,0,1,1,Pilihan,3.0,2.0,1.0,,,,2.0,-5.0,1.0,2.2857142857142856,0,Karir Lintas Jalur
25.0,5.0,4.0,Pilihan,,4,4.0,,4.0,4,4,,S1 Teknik Mesin,4.0,,,Pilihan,,10.0,,4.0,,,Memulai Pemrograman dengan python,4,4,Pilihan,4.0,4.0,4.0,Pilihan,Pilihan,,4.0,12.0,4.0,4.0,1,Karir Linear
2.0,19.0,5.0,Pilihan,Pilihan,4,4.0,,4.0,5,5,,S1 Teknik Informatika,5.0,,,,,13.0,,5.0,,,,5,5,,4.0,5.0,4.0,,Pilihan,,4.0,23.0,4.714285714285714,4.428571428571429,2,Karir Tertunda
50.0,10.0,4.0,,Pilihan,3,3.0,,4.0,5,4,Pilihan,S1 Teknik Informatika,4.0,,,Pilihan,Pilihan,10.0,,4.0,,,,4,4,Pilihan,5.0,3.0,4.0,,,,4.0,18.0,4.0,3.857142857142857,0,Karir Lintas Jalur
2.0,2.0,5.0,Pilihan,,5,4.0,,4.0,5,5,,S1 Teknik Informatika,5.0,,,,,2.0,,5.0,,,,5,5,,5.0,5.0,5.0,,,,5.0,48.0,5.0,4.714285714285714,1,Karir Linear
100.0,20.0,5.0,,,4,4.0,,5.0,4,5,,S1 Teknik Informatika,4.0,,,,,20.0,,4.0,Pilihan,,,4,4,Pilihan,5.0,5.0,4.0,,,,5.0,22.0,4.142857142857143,4.714285714285714,2,Karir Tertunda
40.0,4.0,5.0,Pilihan,,4,5.0,,5.0,4,4,,S1 Teknik Informatika,4.0,,,,,10.0,,5.0,,,,4,4,,5.0,5.0,4.0,,,Pilihan,5.0,3.0,4.0,5.0,3,Karir Elit
0.0,1.0,5.0,,Pilihan,5,5.0,,5.0,5,5,,S1 Teknik Informatika,5.0,,,,,1.0,,5.0,,,,5,5,,5.0,5.0,5.0,,,,5.0,48.0,5.0,5.0,2,Karir Tertunda
4.0,1.0,3.0,,,3,3.0,,4.0,3,3,,S1 Teknik Informatika,3.0,,,,,2.0,Pilihan,3.0,,,,2,2,,3.0,3.0,2.0,,,,3.0,-5.0,2.5714285714285716,3.142857142857143,0,Karir Lintas Jalur
4.0,2.0,4.0,Pilihan,,4,4.0,,4.0,4,3,,S1 Teknik Informatika,4.0,,,,,2.0,,3.0,,,,4,3,,4.0,3.0,3.0,,Pilihan,,3.0,12.0,3.5714285714285716,3.5714285714285716,0,Karir Lintas Jalur
5.0,3.0,5.0,Pilihan,Pilihan,1,4.0,,5.0,4,3,,S1 Teknik Informatika,3.0,,,,Pilihan,3.0,,5.0,,,,4,3,Pilihan,4.0,4.0,4.0,,Pilihan,,4.0,48.0,3.142857142857143,4.428571428571429,2,Karir Tertunda
5.0,3.0,4.0,,,3,4.0,,5.0,3,3,,S1 Teknik Informatika,3.0,,,,,3.0,,4.0,,,,3,3,,4.0,4.0,3.0,,,,5.0,1.0,3.0,4.285714285714286,3,Karir Elit
5.0,2.0,3.0,Pilihan,,3,4.0,,4.0,3,3,,S1 Teknik Informatika,3.0,,,,,2.0,,4.0,,,,3,3,Pilihan,3.0,4.0,3.0,,,,4.0,-2.0,3.0,3.7142857142857144,1,Karir Linear
5.0,5.0,4.0,Pilihan,Pilihan,3,3.0,,5.0,3,3,Pilihan,S1 Teknik Informatika,4.0,Pilihan,,Pilihan,Pilihan,5.0,Pilihan,4.0,,,,4,4,Pilihan,3.0,4.0,4.0,Pilihan,Pilihan,Pilihan,4.0,0.0,3.5714285714285716,3.857142857142857,1,Karir Linear
10.0,6.0,5.0,,,5,4.0,,5.0,5,5,,S1 Teknik Informatika,5.0,,,,Pilihan,10.0,,5.0,,,,5,5,Pilihan,5.0,5.0,5.0,,Pilihan,,5.0,-6.0,5.0,4.857142857142857,1,Karir Linear
100.0,5.0,4.0,,,4,3.0,,5.0,5,5,,S1 Teknik Informatika,4.0,,,,,30.0,,5.0,,,,4,4,Pilihan,4.0,5.0,4.0,,,,5.0,0.0,4.285714285714286,4.428571428571429,0,Karir Lintas Jalur
50.0,10.0,4.0,,,3,4.0,,5.0,4,3,,S1 Teknik Informatika,2.0,,,,,20.0,,4.0,,,,1,2,Pilihan,4.0,4.0,3.0,,,,4.0,0.0,2.5714285714285716,4.142857142857143,0,Karir Lintas Jalur
3.0,3.0,5.0,Pilihan,,1,4.0,,5.0,5,5,,S1 Teknik Informatika,1.0,,,,,3.0,,5.0,,,,1,2,,5.0,5.0,1.0,,,,5.0,30.0,2.2857142857142856,4.857142857142857,2,Karir Tertunda
7.0,4.0,3.0,Pilihan,,2,3.0,,3.0,3,3,,S1 Teknik Informatika,3.0,,,,,4.0,,3.0,,,,3,2,,2.0,3.0,3.0,,,,3.0,6.0,2.7142857142857144,2.857142857142857,0,Karir Lintas Jalur
3.0,2.0,4.0,Pilihan,,2,3.0,,4.0,2,2,,S1 Teknik Informatika,3.0,,,,,2.0,,4.0,,,,3,3,,4.0,4.0,3.0,,,,4.0,0.0,2.5714285714285716,3.857142857142857,1,Karir Linear
30.0,7.0,5.0,Pilihan,Pilihan,3,4.0,,5.0,4,4,,S1 Teknik Informatika,4.0,,,,,10.0,,5.0,,,,4,3,Pilihan,5.0,5.0,4.0,,Pilihan,,5.0,2.0,3.7142857142857144,4.857142857142857,2,Karir Tertunda
5.0,2.0,4.0,,,5,,,,5,5,,S1 Teknik Informatika,5.0,,,,,2.0,,4.0,,,,5,5,,,4.0,5.0,,,,4.0,48.0,5.0,4.0,1,Karir Linear
3.0,5.0,5.0,,Pilihan,4,4.0,,5.0,4,4,,S1 Teknik Informatika,5.0,,,,Pilihan,5.0,,5.0,,,0,4,5,,5.0,5.0,5.0,,,,5.0,1.0,4.428571428571429,4.857142857142857,3,Karir Elit
3.0,1.0,5.0,Pilihan,Pilihan,3,4.0,,4.0,3,3,,S1 Teknik Informatika,5.0,,,,,1.0,,5.0,,,0,5,2,,3.0,4.0,3.0,,,,4.0,12.0,3.4285714285714284,4.142857142857143,1,Karir Linear
15.0,10.0,5.0,,,4,4.0,,5.0,5,5,,S1 Teknik Informatika,4.0,,,,,12.0,,5.0,,,-Menjadi Android Developer Expert dari Dicoding Indonesia (exp Mei 2025) -Belajar Membuat Aplikasi Android dengan Jetpack Compose dari Dicoding Indonesia (exp Nov 2025) -Belajar Android Jetpack Pro dari Dicoding Indonesia (exp Mar 2025) -Belajar Pengembangan Aplikasi Android Intermediate dari Dicoding Indonesia (exp Nov 2025) -Belajar Fundamental Aplikasi Android dari Dicoding Indonesia (exp Jul 2024) -Belajar Prinsip Pemrogaman SOLID dari Dicoding Indonesia (exp Agu 2023) -Belajar Membuat Aplikasi Android Untuk Pemula dari Dicoding Indonesia (exp Agu 2024) -Belajar Membuat Aplikasi iOS untuk Pemula dari Dicoding Indonesia (exp Nov 2025) -Memulai Pemrogaman Dengan Kotlin dari Dicoding Indonesia (exp Jul 2023) -Memulai Pemrogaman Dengan Java dari Dicoding Indonesia (exp Mei 2025) -Memulai Pemrograman Dengan Swift dari Dicoding Indonesia (exp Nov 2025) -Belajar Dasar Git dengan Github dari Dicoding Indonesia (exp Mei 2025),4,3,Pilihan,5.0,5.0,5.0,,,,5.0,-5.0,4.285714285714286,4.857142857142857,1,Karir Linear
1.0,1.0,5.0,,Pilihan,3,5.0,,5.0,3,3,,S1 Teknik Informatika,3.0,,,,,1.0,,5.0,,,0,3,2,Pilihan,5.0,5.0,3.0,,Pilihan,,5.0,48.0,2.857142857142857,5.0,1,Karir Linear
2.0,2.0,4.0,,,3,4.0,,4.0,3,3,,S1 Teknik Informatika,3.0,,,,,2.0,,4.0,,,Ruijie Network Associated,3,3,,4.0,4.0,3.0,,,,4.0,0.0,3.0,4.0,3,Karir Elit
1.0,1.0,3.0,,,4,3.0,,5.0,4,4,,S1 Teknik Informatika,3.0,,,,,1.0,,4.0,Pilihan,,0,3,4,Pilihan,4.0,4.0,4.0,,,,4.0,1.0,3.7142857142857144,3.857142857142857,0,Karir Lintas Jalur
60.0,5.0,5.0,,Pilihan,5,4.0,,5.0,4,5,,S1 Teknik Informatika,4.0,,,,,20.0,,3.0,,,CCNA & PL/SQL Oracle,4,5,Pilihan,4.0,4.0,5.0,,Pilihan,,5.0,1.0,4.571428571428571,4.285714285714286,0,Karir Lintas Jalur
3.0,2.0,4.0,,,5,2.0,,4.0,5,3,,S1 Teknik Informatika,3.0,,,,,2.0,,3.0,,,-Splunk Accredited Sales Rep 1  -Splunk Accredited Sales Rep 2,2,1,,3.0,5.0,4.0,,,,5.0,0.0,3.2857142857142856,3.7142857142857144,0,Karir Lintas Jalur
5.0,3.0,4.0,,,4,4.0,,5.0,4,4,,S1 Teknik Informatika,4.0,Pilihan,,Pilihan,,33.0,,4.0,,,0,4,4,Pilihan,4.0,4.0,4.0,,,,4.0,9.0,4.0,4.142857142857143,0,Karir Lintas Jalur
14.0,11.0,5.0,,,5,5.0,,5.0,5,5,,S1 Teknik Informatika,5.0,,,,,10.0,,5.0,,,0,5,5,Pilihan,5.0,5.0,5.0,,Pilihan,,5.0,2.0,5.0,5.0,1,Karir Linear
200.0,7.0,1.0,Pilihan,,2,2.0,,2.0,3,2,,S1 Teknik Informatika,3.0,,,,,15.0,,1.0,,,"Pl/SQL, CSCU, CCNA",3,3,,1.0,1.0,3.0,,,,1.0,1.0,2.7142857142857144,1.2857142857142858,0,Karir Lintas Jalur
10.0,5.0,4.0,Pilihan,,4,3.0,,4.0,5,4,,S1 Teknik Informatika,3.0,,,,,5.0,,4.0,,,0,4,3,Pilihan,4.0,4.0,4.0,,,,4.0,12.0,3.857142857142857,3.857142857142857,1,Karir Linear
100.0,50.0,5.0,,,5,4.0,,5.0,5,5,,S1 Teknik Informatika,5.0,,,,,75.0,,5.0,,,0,4,4,Pilihan,4.0,5.0,4.0,,,,5.0,-5.0,4.571428571428571,4.714285714285714,0,Karir Lintas Jalur
50.0,5.0,4.0,Pilihan,,4,4.0,,4.0,4,4,,S1 Teknik Informatika,4.0,,,,,10.0,,4.0,,,"CCNA (1,2,3) & Oracle",5,5,Pilihan,4.0,4.0,5.0,,,,4.0,-1.0,4.428571428571429,4.0,0,Karir Lintas Jalur
24.0,11.0,5.0,,,5,5.0,,5.0,5,5,,S1 Teknik Informatika,5.0,Pilihan,,,,15.0,Pilihan,5.0,,,CCNA ORACLE,5,5,Pilihan,5.0,5.0,5.0,,,Pilihan,5.0,48.0,5.0,5.0,1,Karir Linear
2.0,2.0,5.0,Pilihan,,4,4.0,,5.0,5,5,,S1 Teknik Informatika,5.0,,,,,2.0,,5.0,,,0,5,5,,4.0,5.0,5.0,,,,5.0,3.0,4.857142857142857,4.714285714285714,0,Karir Lintas Jalur
20.0,10.0,5.0,Pilihan,,5,3.0,,5.0,5,5,,S1 Teknik Informatika,5.0,,,,,10.0,,5.0,,,0,5,5,,5.0,5.0,5.0,,,,5.0,6.0,5.0,4.714285714285714,3,Karir Elit
1.0,1.0,4.0,Pilihan,,3,3.0,,4.0,3,3,,S1 Teknik Informatika,3.0,,,,,1.0,,4.0,,,MikroTik Certified Network Associate (MTCNA) : 2025/04/02,3,3,,4.0,3.0,3.0,,,,4.0,12.0,3.0,3.7142857142857144,1,Karir Linear
25.0,1.0,5.0,,,5,3.0,,5.0,5,5,,S1 Teknik Informatika,4.0,Pilihan,,Pilihan,,5.0,Pilihan,5.0,,,0,5,2,Pilihan,5.0,4.0,4.0,,,,5.0,24.0,4.285714285714286,4.571428571428571,0,Karir Lintas Jalur
6.0,6.0,5.0,,Pilihan,4,5.0,,5.0,4,4,,S1 Teknik Informatika,4.0,,,,,6.0,,5.0,,,0,4,4,,5.0,5.0,4.0,,Pilihan,Pilihan,5.0,6.0,4.0,5.0,3,Karir Elit
3.0,1.0,4.0,,Pilihan,3,3.0,,5.0,5,2,,S1 Teknik Informatika,3.0,,,,,1.0,,4.0,,,0,3,3,,3.0,4.0,3.0,,,,4.0,18.0,3.142857142857143,3.857142857142857,0,Karir Lintas Jalur
10.0,4.0,5.0,Pilihan,,4,3.0,,5.0,5,4,,S1 Teknik Informatika,5.0,,,,,5.0,,4.0,,,Bootcamp PKS Digital School,5,5,Pilihan,5.0,4.0,5.0,,Pilihan,,5.0,12.0,4.714285714285714,4.428571428571429,0,Karir Lintas Jalur
2.0,2.0,5.0,,Pilihan,4,4.0,,4.0,4,4,,S1 Teknik Informatika,4.0,,,,,2.0,,4.0,,,0,4,2,,4.0,4.0,4.0,,,,4.0,42.0,3.7142857142857144,4.142857142857143,2,Karir Tertunda
20.0,6.0,4.0,,,4,3.0,,4.0,4,4,,S1 Teknik Informatika,4.0,,,Pilihan,,6.0,,4.0,,,IT SUPPORT (COURSERA),4,4,Pilihan,4.0,4.0,4.0,,,,4.0,-6.0,4.0,3.857142857142857,1,Karir Linear
30.0,8.0,5.0,Pilihan,Pilihan,2,3.0,,4.0,2,3,,S1 Teknik Informatika,3.0,,,,,23.0,,4.0,,,"CCNA 1, PL/SQL Oracle",3,1,Pilihan,4.0,5.0,2.0,,Pilihan,,3.0,3.0,2.2857142857142856,4.0,1,Karir Linear
1.0,1.0,5.0,,,5,5.0,,5.0,5,5,,S1 Teknik Informatika,5.0,,,,,1.0,Pilihan,5.0,,,0,5,5,,5.0,5.0,5.0,,,,5.0,1.0,5.0,5.0,1,Karir Linear
