C03. Berapa jumlah perusahaan/ instansi/ institusi yang sudah Anda lamar (lewat surat/ e-mail) sebelum Anda memperoleh pekerjaan pertama?,C05. Berapa jumlah perusahaan/ instansi/ institusi yang mengundang Anda untuk wawancara?,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_4. Penggunaan Teknologi Informasi","[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_11. Melalui relasi (misalnya dosen, orang tua, saudara, teman, dll.)",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_5. Dihubungi oleh perusahaan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_2. Demonstrasi (Peragaan /Gaya Pembelajaran),"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_3. Bahasa Inggris",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_7. Menghubungi agen tenaga kerja komersial/swasta,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_1. Etika",[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_1. Perkuliahan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_7. Diskusi,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_12. Membangun bisnis sendiri,S04. Program Studi,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_4. Magang,"[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_1. Melalui iklan di koran/majalah, brosur",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_6. Menghubungi Kemenakertrans,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_3. Pergi ke bursa/pameran kerja,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_14. Bekerja di tempat yang sama dengan tempat kerja semasa kuliah,C04. Berapa jumlah perusahaan / instansi / institusi yang merespon lamaran Anda?,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_2. Melamar ke perusahaan tanpa mengetahui lowongan yang ada,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_5. Komunikasi",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_15. Lainnya : (Tulis jawaban pada pertanyaan berikutnya),[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_9. Menghubungi kantor kemahasiswaan/hubungan alumni,A01. Sertifikasi profesi apa yang Anda dapatkan setelah lulus?,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_6. Kerja Lapangan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_3. Partisipasi dalam proyek riset,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_4. Mencari lewat internet/iklan online/milis,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_2. Keahlian berdasarkan bidang ilmu
","[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_7. Pengembangan Diri",[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_5. Praktikum,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_8. Memperoleh informasi dari pusat/kantor pengembangan karir fakultas/universitas,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_10. Membangun jejaring (network) sejak masih kuliah,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_13. Melalui penempatan kerja atau magang,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_6. Kerja sama tim",Skor_Inisiatif_Mencari_Kerja,Skor_Rata2_MetodeBelajar,Skor_Rata2_Kompetensi,Target_Klaster,Nama_Pola_Karir
10.0,3.0,2.0,,,5,3.0,,5.0,5,5,,Magister Ilmu Komunikasi,1.0,,,,,5.0,,5.0,,,0,1,5,Pilihan,5.0,5.0,3.0,,,,5.0,1.0,3.5714285714285716,4.285714285714286,1,Karir Linear
1.0,1.0,4.0,,,2,5.0,,5.0,4,4,,Magister Manajemen,1.0,,,,,1.0,,5.0,,,0,1,1,,4.0,4.0,1.0,,,,5.0,0.0,2.0,4.571428571428571,3,Karir Elit
2.0,2.0,4.0,,Pilihan,5,4.0,,5.0,5,5,,Magister Ilmu Komunikasi,1.0,,,,,2.0,,5.0,,,0,1,3,Pilihan,5.0,5.0,3.0,,,,5.0,6.0,3.2857142857142856,4.714285714285714,3,Karir Elit
5.0,3.0,4.0,Pilihan,,5,4.0,,5.0,5,5,,Magister Manajemen,4.0,,,Pilihan,,4.0,,5.0,,,0,5,5,,4.0,5.0,5.0,,Pilihan,,5.0,4.0,4.857142857142857,4.571428571428571,1,Karir Linear
3.0,2.0,5.0,,Pilihan,5,5.0,,5.0,5,5,,Magister Manajemen,5.0,,,,,2.0,,5.0,,,0,5,5,,5.0,5.0,5.0,,,,5.0,12.0,5.0,5.0,3,Karir Elit
5.0,3.0,4.0,,,4,3.0,,4.0,5,4,,Magister Akuntansi,4.0,,,,,3.0,,4.0,,,0,4,4,,4.0,4.0,4.0,,,,4.0,0.0,4.142857142857143,3.857142857142857,0,Karir Lintas Jalur
1.0,1.0,4.0,,,2,4.0,,4.0,4,1,,Magister Manajemen,1.0,,,,,1.0,,4.0,,,Assesor Kewirausahaan,1,1,,4.0,4.0,2.0,,,,4.0,0.0,1.7142857142857142,4.0,1,Karir Linear
70.0,5.0,5.0,Pilihan,,4,4.0,,4.0,5,5,,Magister Manajemen,4.0,,,,,15.0,,5.0,,,0,5,4,,4.0,5.0,4.0,,,,5.0,2.0,4.428571428571429,4.571428571428571,1,Karir Linear
2.0,2.0,4.0,,,4,3.0,,4.0,4,4,,Magister Akuntansi,3.0,Pilihan,,,,2.0,,4.0,,,0,4,4,Pilihan,4.0,4.0,3.0,,,,4.0,-9.0,3.7142857142857144,3.857142857142857,1,Karir Linear
10.0,5.0,4.0,,,4,4.0,,4.0,4,4,,Magister Akuntansi,2.0,,,,,5.0,,4.0,,,Sertifikat Data Management,2,2,,4.0,4.0,2.0,,,,4.0,0.0,2.857142857142857,4.0,0,Karir Lintas Jalur
5.0,4.0,4.0,,,4,3.0,,4.0,5,5,,Magister Ilmu Komunikasi,3.0,,,,,5.0,,4.0,,,0,4,4,Pilihan,4.0,4.0,4.0,,,,4.0,59.0,4.142857142857143,3.857142857142857,0,Karir Lintas Jalur
5.0,3.0,4.0,,,4,3.0,,4.0,4,4,,Magister Teknik Industri,3.0,,,,,3.0,Pilihan,4.0,,,CQI IRCA ISO 9001:2015 Lead Auditor,3,3,,4.0,4.0,3.0,,,,4.0,0.0,3.4285714285714284,3.857142857142857,3,Karir Elit
1.0,1.0,5.0,,,4,4.0,,5.0,5,5,,Magister Teknik Sipil,5.0,,,,,1.0,Pilihan,5.0,,,0,5,5,,4.0,4.0,5.0,,,,5.0,2.0,4.857142857142857,4.571428571428571,1,Karir Linear
1.0,1.0,4.0,,,4,4.0,,4.0,5,4,,Magister Manajemen,1.0,,,,,1.0,,5.0,Pilihan,,0,1,4,,4.0,4.0,1.0,,,,5.0,0.0,2.857142857142857,4.285714285714286,0,Karir Lintas Jalur
10.0,10.0,5.0,,,5,5.0,,5.0,5,5,,Magister Akuntansi,1.0,,,,,10.0,,5.0,,,belum ada,5,5,,5.0,5.0,5.0,,,,5.0,0.0,4.428571428571429,5.0,1,Karir Linear
5.0,1.0,5.0,,,5,3.0,,5.0,5,5,,Magister Teknik Mesin,2.0,,,,Pilihan,1.0,,5.0,,,0,2,3,,5.0,5.0,2.0,,,,5.0,12.0,3.4285714285714284,4.714285714285714,1,Karir Linear
3.0,2.0,4.0,Pilihan,,3,4.0,,4.0,4,4,,Magister Akuntansi,3.0,,,,,2.0,,4.0,,,Certificate Accurate Profesional,4,3,,4.0,4.0,4.0,,Pilihan,Pilihan,4.0,0.0,3.5714285714285716,4.0,0,Karir Lintas Jalur
10.0,5.0,4.0,Pilihan,,3,4.0,,3.0,3,3,,Magister Teknik Sipil,2.0,,,,,10.0,,4.0,,,"Ahli muda teknik sumber daya air, LPJK Astekindo. Berlaku 2028, Ahli Muda K3 LPJK Gataki. Berlaku 2027, Ahli madya teknik bangunan Gedung, LPJK Astekindo. Berlaku 2028.",2,3,,4.0,4.0,2.0,,,,4.0,12.0,2.5714285714285716,3.857142857142857,1,Karir Linear
10.0,4.0,4.0,Pilihan,,2,4.0,,4.0,2,2,,Magister Manajemen,1.0,,,,,5.0,,4.0,,,tidak ada,2,2,Pilihan,4.0,4.0,1.0,,,,4.0,6.0,1.7142857142857142,4.0,3,Karir Elit
5.0,3.0,4.0,,,4,4.0,,4.0,4,4,,Magister Manajemen,1.0,,,Pilihan,,3.0,,4.0,,Pilihan,0,1,4,Pilihan,4.0,4.0,1.0,Pilihan,,,4.0,2.0,2.7142857142857144,4.0,3,Karir Elit
1.0,1.0,4.0,,,5,4.0,,5.0,5,4,,Magister Teknik Elektro,3.0,,,,,1.0,,5.0,,,0,4,4,,4.0,5.0,3.0,,,,5.0,0.0,4.0,4.571428571428571,3,Karir Elit
10.0,10.0,3.0,,Pilihan,4,4.0,,3.0,4,5,,Magister Manajemen,5.0,,,,,10.0,,4.0,,,0,5,4,,4.0,3.0,5.0,,,,3.0,6.0,4.571428571428571,3.4285714285714284,0,Karir Lintas Jalur
6.0,3.0,3.0,Pilihan,,5,4.0,,4.0,4,4,,Magister Manajemen,3.0,,,,,3.0,,4.0,,,0,3,5,Pilihan,4.0,4.0,3.0,,Pilihan,Pilihan,4.0,-1.0,3.857142857142857,3.857142857142857,0,Karir Lintas Jalur
10.0,10.0,4.0,,,3,4.0,,4.0,3,3,,Magister Manajemen,2.0,,,,Pilihan,10.0,,4.0,,,0,2,2,Pilihan,4.0,4.0,2.0,,,,4.0,0.0,2.4285714285714284,4.0,1,Karir Linear
2.0,2.0,5.0,,Pilihan,3,5.0,,5.0,4,5,,Magister Akuntansi,1.0,,,,,2.0,,5.0,,,0,2,2,Pilihan,5.0,5.0,1.0,,,,5.0,12.0,2.5714285714285716,5.0,1,Karir Linear
1.0,1.0,4.0,Pilihan,,4,4.0,,4.0,4,4,,Magister Manajemen,4.0,,,,,1.0,,4.0,,,-,4,4,,4.0,4.0,4.0,,,,4.0,32.0,4.0,4.0,2,Karir Tertunda
2.0,2.0,4.0,,,4,4.0,,4.0,5,5,,Magister Akuntansi,1.0,,,,,2.0,,4.0,,,0,1,3,Pilihan,4.0,4.0,3.0,,,,4.0,0.0,3.142857142857143,4.0,1,Karir Linear
4.0,4.0,5.0,,,2,4.0,,5.0,3,2,,Magister Manajemen,2.0,,,,,4.0,,5.0,,,"Qualified Risk Management Profesional (QRMP), sampai dengan 06 September 2026",2,2,Pilihan,4.0,5.0,2.0,,,,5.0,0.0,2.142857142857143,4.714285714285714,3,Karir Elit
10.0,3.0,5.0,Pilihan,Pilihan,5,5.0,,5.0,5,5,,Magister Teknik Sipil,5.0,,,,,5.0,,5.0,,,0,5,5,,5.0,5.0,5.0,,,,5.0,48.0,5.0,5.0,1,Karir Linear
10.0,2.0,3.0,,,3,4.0,,3.0,3,4,,Magister Manajemen,3.0,,,,,4.0,,3.0,,,0,3,3,Pilihan,3.0,3.0,3.0,,Pilihan,,3.0,-1.0,3.142857142857143,3.142857142857143,3,Karir Elit
10.0,2.0,4.0,,Pilihan,3,4.0,,4.0,3,3,,Magister Manajemen,2.0,,,,,2.0,,4.0,,,0,2,2,Pilihan,3.0,4.0,2.0,,,,4.0,2.0,2.4285714285714284,3.857142857142857,0,Karir Lintas Jalur
5.0,3.0,5.0,,,4,3.0,,5.0,4,4,,Magister Akuntansi,1.0,,,,,3.0,Pilihan,5.0,,,0,4,1,,5.0,5.0,4.0,,,,5.0,6.0,3.142857142857143,4.714285714285714,3,Karir Elit
1.0,1.0,5.0,Pilihan,,5,5.0,,4.0,5,5,,Magister Manajemen,4.0,,,,,1.0,,5.0,,,0,4,5,,5.0,5.0,4.0,,,,5.0,12.0,4.571428571428571,4.857142857142857,0,Karir Lintas Jalur
2.0,2.0,4.0,,,3,2.0,,5.0,4,4,,Magister Manajemen,3.0,,,,,2.0,,4.0,,,0,3,4,,4.0,4.0,3.0,,,,4.0,0.0,3.4285714285714284,3.857142857142857,1,Karir Linear
1.0,1.0,4.0,,,2,3.0,,4.0,4,4,,Magister Akuntansi,1.0,,,,Pilihan,1.0,,3.0,,,0,1,1,,4.0,3.0,1.0,,,,4.0,0.0,2.0,3.5714285714285716,3,Karir Elit
7.0,4.0,5.0,,Pilihan,5,3.0,,5.0,5,4,,Magister Manajemen,4.0,,,,,4.0,,5.0,,,"Pelatihan dan Sertifikasi BNSP Skema Human Resources (HR) Staff, masa berlaku 3 tahun",4,5,Pilihan,5.0,5.0,4.0,,,,5.0,60.0,4.428571428571429,4.714285714285714,1,Karir Linear
30.0,10.0,5.0,,Pilihan,5,5.0,,5.0,5,5,,Magister Akuntansi,5.0,Pilihan,,,,15.0,Pilihan,5.0,,,Sertifikasi Kompetensi Brevet Pajak AB dan sertifikasi profesi CTT dari Lembaga Manajemen Formasi dan ATPI.,5,5,Pilihan,5.0,5.0,5.0,,Pilihan,,5.0,3.0,5.0,5.0,1,Karir Linear
20.0,5.0,4.0,Pilihan,,5,4.0,,5.0,5,5,,Magister Manajemen,2.0,,,,,8.0,,5.0,,,0,2,5,Pilihan,5.0,5.0,3.0,,Pilihan,,5.0,-5.0,3.857142857142857,4.714285714285714,3,Karir Elit
3.0,3.0,4.0,,,4,4.0,,5.0,5,5,,Magister Manajemen,4.0,,,,,3.0,,5.0,,,0,5,4,,5.0,5.0,5.0,,,,5.0,0.0,4.571428571428571,4.714285714285714,1,Karir Linear
10.0,5.0,4.0,Pilihan,Pilihan,4,3.0,,4.0,5,5,,Magister Manajemen,3.0,,,,,5.0,,4.0,,,Sertifikat Brevet AB+eSPT PPA Universitas Indonesia (sertifikat ongoing),3,4,Pilihan,4.0,4.0,4.0,,,,4.0,-1.0,4.0,3.857142857142857,3,Karir Elit
1.0,1.0,4.0,,,3,3.0,,5.0,5,5,,Magister Manajemen,1.0,,,,,1.0,,4.0,,,CRMO berlaku sampai 13 Maret 2026,1,1,,4.0,4.0,1.0,,,Pilihan,4.0,0.0,2.4285714285714284,4.0,3,Karir Elit
5.0,2.0,4.0,,Pilihan,4,4.0,,4.0,5,5,,Magister Teknik Mesin,2.0,,,,,2.0,,5.0,,,BNSP Ahli Muda Mekanikal,5,4,,4.0,5.0,4.0,,,,5.0,1.0,4.142857142857143,4.428571428571429,0,Karir Lintas Jalur
20.0,5.0,5.0,,,5,5.0,,5.0,5,5,,Magister Manajemen,5.0,,,,,5.0,,5.0,,,0,5,5,Pilihan,5.0,5.0,5.0,,Pilihan,,5.0,6.0,5.0,5.0,3,Karir Elit
10.0,4.0,5.0,Pilihan,,5,4.0,,5.0,5,5,,Magister Teknik Industri,4.0,,,,,4.0,,5.0,,,0,4,4,,5.0,5.0,4.0,,Pilihan,,5.0,-1.0,4.428571428571429,4.857142857142857,1,Karir Linear
1.0,2.0,4.0,,,4,4.0,,5.0,4,5,,Magister Teknik Mesin,4.0,,,,,1.0,,4.0,,,0,4,4,,5.0,5.0,4.0,,,,5.0,0.0,4.142857142857143,4.571428571428571,1,Karir Linear
10.0,10.0,5.0,,Pilihan,4,4.0,,4.0,4,3,,Magister Manajemen,2.0,,,,,10.0,,5.0,,,0,2,3,Pilihan,4.0,5.0,2.0,,,,5.0,24.0,2.857142857142857,4.571428571428571,2,Karir Tertunda
1.0,3.0,4.0,,,4,3.0,,4.0,4,4,,Magister Manajemen,3.0,,,,,2.0,,4.0,Pilihan,,0,4,4,,4.0,4.0,3.0,,,,4.0,0.0,3.7142857142857144,3.857142857142857,3,Karir Elit
10.0,3.0,3.0,,,3,3.0,,4.0,4,4,,Magister Teknik Industri,2.0,,,,,3.0,,3.0,,,0,2,2,,3.0,3.0,2.0,,,,4.0,0.0,2.7142857142857144,3.2857142857142856,3,Karir Elit
10.0,7.0,4.0,,,2,4.0,,5.0,4,5,,Magister Akuntansi,1.0,,,,,7.0,,4.0,,,0,1,3,,4.0,4.0,3.0,,,,4.0,0.0,2.7142857142857144,4.142857142857143,1,Karir Linear
5.0,4.0,4.0,,,4,4.0,,5.0,5,5,,Magister Manajemen,4.0,Pilihan,,,,5.0,,5.0,,,"Pejabat Pembuat Komitmen Tersertifikasi Negara (PNT) berlaku s/d 7 Agustus 2025, Sertifikasi Jabatan Fungsional Perencana Ahli Madya berlaku s/d Februari 2026, Sertifikasi Pengadaan Barang Jasa Pemerintah Tingkat Dasar berlaku seumur hidup",5,4,,4.0,5.0,4.0,,,,5.0,0.0,4.428571428571429,4.571428571428571,3,Karir Elit
1.0,5.0,4.0,,,4,5.0,,5.0,4,4,,Magister Manajemen,3.0,,,,,1.0,,4.0,,,0,3,4,,4.0,3.0,3.0,,,,4.0,0.0,3.5714285714285716,4.142857142857143,3,Karir Elit
5.0,3.0,4.0,,,4,4.0,,5.0,4,5,,Magister Teknik Industri,2.0,,,,,3.0,,5.0,,,- Setifikat IRCA ISO 9001 Lead Auditor (QMS) dari BSCIC Certification dan Sertifikat ASNT Ultrasonic Testing (UT) Level II dari dB School of NDT,2,2,,3.0,4.0,2.0,,,,5.0,0.0,3.0,4.285714285714286,3,Karir Elit
5.0,5.0,4.0,,Pilihan,4,4.0,,4.0,4,3,,Magister Manajemen,2.0,,,,,3.0,,4.0,,,Certified Human Resources Manager,2,3,Pilihan,5.0,4.0,2.0,,Pilihan,,4.0,-4.0,2.857142857142857,4.142857142857143,3,Karir Elit
8.0,6.0,5.0,,Pilihan,4,5.0,,5.0,4,5,,Magister Ilmu Komunikasi,4.0,,,Pilihan,,8.0,Pilihan,5.0,,,0,4,4,Pilihan,5.0,5.0,4.0,,,,5.0,6.0,4.142857142857143,5.0,3,Karir Elit
5.0,5.0,4.0,,,3,4.0,,5.0,5,5,,Magister Manajemen,2.0,,,,,5.0,,4.0,,,0,3,2,,4.0,4.0,3.0,,,,4.0,0.0,3.2857142857142856,4.142857142857143,0,Karir Lintas Jalur
5.0,3.0,4.0,,,4,4.0,,5.0,4,4,,Magister Manajemen,4.0,,,,,3.0,,4.0,Pilihan,,0,4,4,,5.0,4.0,4.0,,,,5.0,1.0,4.0,4.428571428571429,3,Karir Elit
2.0,2.0,4.0,,,4,4.0,,5.0,5,5,,Magister Ilmu Komunikasi,4.0,Pilihan,,,,2.0,,5.0,,,0,4,5,,4.0,5.0,4.0,,,,5.0,0.0,4.428571428571429,4.571428571428571,1,Karir Linear
10.0,10.0,4.0,,Pilihan,3,3.0,,4.0,2,3,,Magister Akuntansi,3.0,,,,,10.0,,4.0,,,"0PENGARUH BUDAYA ORGANISASI, KOMITMEN MANAGER, KOMPETENSI ORGANISASI DAN OPINI AUDITOR TERHADAP KETEPATAN WAKTU PELAPORAN KEUANGAN  (Studi Empiris Pada Perusahaan Manufaktur  Sektor Industri Barang Konsumsi Yang Terdaftar Di Bursa Efek Indonesia)",4,4,Pilihan,4.0,3.0,3.0,,,,4.0,6.0,3.142857142857143,3.7142857142857144,1,Karir Linear
25.0,5.0,5.0,,Pilihan,5,5.0,Pilihan,5.0,5,5,Pilihan,Magister Akuntansi,4.0,Pilihan,Pilihan,Pilihan,Pilihan,5.0,Pilihan,5.0,Pilihan,Pilihan,-,4,5,Pilihan,5.0,5.0,4.0,Pilihan,Pilihan,,5.0,1.0,4.571428571428571,5.0,3,Karir Elit
1.0,1.0,5.0,,,5,5.0,,5.0,5,5,,Magister Akuntansi,5.0,,,,,1.0,,5.0,,,0,5,5,,5.0,5.0,5.0,,,,5.0,0.0,5.0,5.0,3,Karir Elit
1.0,1.0,5.0,,,5,4.0,,5.0,4,4,,Magister Manajemen,3.0,,,,,1.0,,5.0,,,0,3,3,,4.0,4.0,3.0,,,,5.0,0.0,3.5714285714285716,4.571428571428571,0,Karir Lintas Jalur
5.0,3.0,5.0,,,4,3.0,,5.0,4,3,,Magister Ilmu Komunikasi,1.0,,,,,3.0,,5.0,,,0,1,2,,4.0,5.0,1.0,,,,5.0,0.0,2.2857142857142856,4.571428571428571,3,Karir Elit
20.0,7.0,4.0,Pilihan,Pilihan,4,4.0,,4.0,4,5,,Magister Akuntansi,2.0,,,,,10.0,,4.0,,,-,2,4,Pilihan,4.0,4.0,3.0,,,,4.0,-1.0,3.4285714285714284,4.0,1,Karir Linear
10.0,8.0,5.0,,Pilihan,4,4.0,,4.0,4,4,,Magister Ilmu Komunikasi,4.0,,,,,8.0,,5.0,,,0,4,4,,4.0,4.0,4.0,,,,4.0,12.0,4.0,4.285714285714286,3,Karir Elit
1.0,1.0,4.0,,,4,4.0,,4.0,4,4,,Magister Teknik Sipil,4.0,,,,Pilihan,1.0,,4.0,,,Serifikat Profesi Insinyur,4,4,,4.0,4.0,4.0,,,,4.0,1.0,4.0,4.0,3,Karir Elit
30.0,3.0,4.0,,,4,3.0,,4.0,4,4,,Magister Akuntansi,2.0,,,,,5.0,,3.0,,,0,2,4,Pilihan,4.0,4.0,4.0,,Pilihan,,4.0,12.0,3.4285714285714284,3.7142857142857144,1,Karir Linear
1.0,1.0,5.0,,Pilihan,4,5.0,,5.0,4,4,,Magister Manajemen,4.0,,,,,1.0,,5.0,,,tidak ada,4,4,,5.0,5.0,4.0,,,,5.0,1.0,4.0,5.0,3,Karir Elit
1.0,1.0,5.0,,Pilihan,2,5.0,,5.0,4,5,,Magister Ilmu Komunikasi,1.0,,,,,1.0,,5.0,,,0,1,1,,5.0,5.0,2.0,,,,5.0,-6.0,2.2857142857142856,5.0,3,Karir Elit
2.0,2.0,4.0,,,3,4.0,,4.0,4,4,,Magister Teknik Sipil,3.0,,,,,2.0,Pilihan,4.0,,,1. AHLI MADYA MANAGEMENT KONSTRUKSI / 19940709520230114346 MP 02/16 MEI 2028                                                                                                                                          2. AHLI MADYA K3 KONSTRUKSI/ 5/17551/AS.01.04/XI/2022/ NOVEMBER 2025            3. INSINYUR PROFESIONAL MADYA/2-15-00-003514-00/MARET 2028                         4. AHLI MADYA GEOTEKNIK/19937255920230114346 SI 15/JULI 2028,4,3,,4.0,4.0,3.0,,,,4.0,0.0,3.4285714285714284,4.0,3,Karir Elit
1.0,1.0,4.0,,,4,4.0,,4.0,4,4,,Magister Manajemen,1.0,,,,,1.0,,4.0,,,0,1,1,,4.0,5.0,1.0,,,,5.0,0.0,2.2857142857142856,4.285714285714286,3,Karir Elit
5.0,5.0,4.0,,,4,4.0,,4.0,4,4,,Magister Teknik Elektro,1.0,,,,,5.0,,5.0,,,0,1,2,Pilihan,4.0,5.0,3.0,,Pilihan,Pilihan,4.0,12.0,2.7142857142857144,4.285714285714286,3,Karir Elit
3.0,3.0,4.0,Pilihan,,4,3.0,,3.0,5,5,,Magister Akuntansi,4.0,,,Pilihan,,3.0,,3.0,,,0,4,4,Pilihan,3.0,3.0,4.0,,,,3.0,36.0,4.285714285714286,3.142857142857143,2,Karir Tertunda
1.0,1.0,5.0,Pilihan,,3,4.0,,5.0,4,5,,Magister Ilmu Komunikasi,3.0,,,,,1.0,,5.0,,,Sertifikat Humas Madya,4,3,,5.0,5.0,4.0,,Pilihan,,5.0,1.0,3.7142857142857144,4.857142857142857,1,Karir Linear
25.0,15.0,5.0,Pilihan,,5,5.0,,5.0,5,5,,Magister Manajemen,5.0,,,,,20.0,,5.0,,,tidak ada,5,5,,5.0,5.0,5.0,,,,5.0,12.0,5.0,5.0,1,Karir Linear
2.0,2.0,5.0,,,2,5.0,,5.0,5,3,,Magister Akuntansi,2.0,,,,,2.0,,5.0,,,0,2,2,,5.0,5.0,2.0,,,,5.0,0.0,2.5714285714285716,5.0,3,Karir Elit
1.0,1.0,4.0,,,4,4.0,,4.0,5,4,,Magister Teknik Industri,4.0,,,,,1.0,,5.0,,,Spbe,4,5,,5.0,4.0,4.0,,,,4.0,0.0,4.285714285714286,4.285714285714286,0,Karir Lintas Jalur
1.0,4.0,4.0,Pilihan,,4,4.0,,4.0,4,5,,Magister Akuntansi,2.0,,,Pilihan,,2.0,,4.0,,,0,3,4,Pilihan,4.0,3.0,2.0,,,,3.0,36.0,3.4285714285714284,3.7142857142857144,1,Karir Linear
5.0,5.0,3.0,Pilihan,Pilihan,3,3.0,,3.0,3,4,,Magister Akuntansi,4.0,,,,,4.0,,3.0,,Pilihan,0,3,4,,3.0,3.0,4.0,Pilihan,Pilihan,Pilihan,3.0,75.0,3.5714285714285716,3.0,1,Karir Linear
1.0,1.0,4.0,Pilihan,,2,3.0,,4.0,4,4,,Magister Manajemen,1.0,,,,,1.0,,4.0,,,0,1,1,Pilihan,4.0,5.0,1.0,,Pilihan,,4.0,36.0,2.0,4.0,2,Karir Tertunda
10.0,10.0,5.0,,,5,5.0,,5.0,5,5,,Magister Ilmu Komunikasi,5.0,,,,Pilihan,10.0,,5.0,,,0,5,5,,5.0,5.0,5.0,,,,5.0,0.0,5.0,5.0,3,Karir Elit
2.0,2.0,5.0,,,4,4.0,,5.0,5,5,,Magister Teknik Elektro,4.0,,,,,2.0,,5.0,,,.,4,4,,5.0,5.0,4.0,,,,5.0,0.0,4.285714285714286,4.857142857142857,3,Karir Elit
10.0,10.0,5.0,Pilihan,Pilihan,5,4.0,,4.0,5,4,,Magister Teknik Sipil,4.0,,,,,10.0,,5.0,,,0,4,4,Pilihan,5.0,4.0,4.0,,Pilihan,,5.0,1.0,4.285714285714286,4.571428571428571,3,Karir Elit
2.0,2.0,4.0,,,3,3.0,,4.0,4,5,,Magister Teknik Sipil,4.0,,,,,2.0,,4.0,,,0,3,4,,4.0,4.0,3.0,,,,4.0,0.0,3.7142857142857144,3.857142857142857,1,Karir Linear
5.0,5.0,3.0,,,2,3.0,,4.0,4,4,,Magister Akuntansi,1.0,,,Pilihan,,5.0,,4.0,,,0,1,1,,4.0,4.0,1.0,,,,4.0,0.0,2.0,3.7142857142857144,3,Karir Elit
1.0,1.0,3.0,,,4,3.0,,4.0,4,5,,Magister Manajemen,3.0,,,,Pilihan,1.0,,5.0,,,0,3,3,,4.0,5.0,2.0,,,,5.0,0.0,3.4285714285714284,4.142857142857143,1,Karir Linear
1.0,1.0,5.0,Pilihan,,2,3.0,,4.0,3,5,,Magister Teknik Sipil,1.0,,,,,1.0,,4.0,,,"STRA Arsitek Madya
(2024-2029)",1,2,,4.0,4.0,2.0,,,,4.0,0.0,2.2857142857142856,4.0,0,Karir Lintas Jalur
5.0,3.0,5.0,Pilihan,,2,5.0,,4.0,3,5,,Magister Akuntansi,1.0,,,,,3.0,,5.0,,,0,2,3,,4.0,5.0,4.0,,,,4.0,24.0,2.857142857142857,4.571428571428571,1,Karir Linear
3.0,3.0,4.0,,,3,4.0,,4.0,5,5,,Magister Akuntansi,2.0,,,,,3.0,,4.0,,,0,3,4,Pilihan,4.0,4.0,3.0,,,,4.0,0.0,3.5714285714285716,4.0,3,Karir Elit
10.0,3.0,5.0,,,5,5.0,,5.0,5,5,,Magister Manajemen,5.0,,,,,3.0,,5.0,,,Belum sertifikasi,5,5,,5.0,5.0,5.0,,Pilihan,,5.0,0.0,5.0,5.0,3,Karir Elit
1.0,1.0,5.0,,,5,5.0,,5.0,5,5,,Magister Manajemen,4.0,,,,,1.0,,5.0,,,Sertifikasi Digital Marketing,5,4,Pilihan,5.0,5.0,4.0,,,,5.0,6.0,4.571428571428571,5.0,3,Karir Elit
